ID,AttackingWorkRate,DefensiveWorkRate
200895,Medium,Medium
264639,Medium,Medium
198335,High,Medium
257470,High,Medium
262334,Low,High
187069,Medium,High
248765,High,Medium
243133,High,Medium
237757,Medium,High
236989,Medium,Medium
223933,Medium,Medium
208573,Medium,Medium
248000,Medium,Medium
254912,Medium,Medium
221633,Medium,Medium
231107,Medium,High
258210,Medium,Medium
254626,High,Medium
253858,Medium,Medium
253346,Medium,Medium
253090,Medium,Medium
240068,Medium,Low
222660,Medium,Medium
212932,Medium,Medium
240067,Medium,Medium
171971,Medium,Medium
225731,Medium,Medium
232897,Medium,Medium
223427,Medium,High
207811,High,Medium
258498,Medium,Medium
192450,Low,Low
244162,High,High
243650,High,High
212418,Medium,High
208834,Medium,Medium
206274,High,Low
242369,High,Medium
262333,High,Low
251068,Medium,Medium
206524,Low,High
262042,Medium,Medium
220573,High,Medium
204701,Medium,Medium
214940,Low,High
251291,Medium,High
247963,Low,High
239259,Medium,Medium
238235,Medium,Medium
234651,High,Medium
228763,Medium,Medium
223899,High,Medium
244634,Medium,Medium
254877,Medium,Medium
243354,Medium,Medium
234650,High,Medium
231322,Medium,Low
200346,Medium,Medium
253593,Low,High
251289,Medium,Medium
243353,High,Medium
242841,High,Medium
242073,Medium,Medium
238489,Medium,Medium
252573,Medium,Medium
208030,High,High
252859,High,High
257185,High,Medium
248507,Medium,Medium
245691,Medium,Low
232379,High,Low
204219,Medium,Medium
263099,High,Medium
233378,Medium,Medium
230306,Medium,Medium
212130,Medium,High
211362,Medium,Medium
260513,Medium,Medium
251041,Medium,Medium
219806,Low,Low
237217,Medium,Medium
233121,High,Low
156321,Low,Low
255136,Low,High
253856,Medium,High
192671,High,Low
254879,High,Medium
246175,Medium,Medium
262303,Medium,High
222622,High,Medium
241076,Medium,Medium
210792,High,Medium
230836,High,Medium
204210,Medium,Medium
204468,Medium,Low
253614,Medium,High
255406,Medium,Medium
244655,Medium,High
253615,Medium,High
205232,Medium,Medium
214192,Low,High
247216,Medium,Medium
259504,Medium,Medium
164529,Medium,Medium
253105,High,Medium
254897,Medium,Medium
260273,High,Medium
198322,Medium,Medium
172208,Medium,Low
213170,Medium,Medium
212915,Medium,Medium
202164,Low,Medium
231090,High,High
254899,High,Medium
241587,Medium,Medium
240563,High,Medium
220851,Medium,Medium
234163,Medium,Medium
259762,High,Medium
184242,Low,Medium
240050,Medium,Medium
235442,Medium,Medium
234418,High,Medium
259206,Medium,Medium
245639,High,Medium
213127,High,High
231303,Medium,High
234631,High,Medium
237959,Medium,High
244871,High,High
247944,Medium,Medium
257159,Medium,Medium
208776,Medium,Medium
228744,Medium,Medium
236168,High,Medium
240008,Medium,High
240776,Medium,Medium
260744,Medium,Medium
259205,High,Medium
201094,Medium,Medium
237443,Medium,Medium
257669,Medium,Medium
260227,Low,High
232067,High,Low
234883,High,High
208009,Medium,Medium
241027,Medium,Medium
243587,Medium,Medium
244867,Medium,Medium
204420,High,Medium
253573,High,Medium
233092,Medium,Medium
257412,High,Medium
216453,High,High
216709,Medium,Medium
232581,Low,High
235397,Medium,Medium
261000,Medium,Medium
233869,Medium,Medium
223369,Medium,High
240777,Medium,High
220558,High,Medium
238990,High,Medium
245390,Medium,Medium
245902,High,Medium
251022,High,High
251534,High,Medium
193166,High,Low
259214,High,Medium
263823,Medium,High
226447,Medium,Medium
253583,Low,High
182160,High,High
261264,Low,High
201873,Medium,Medium
253841,Medium,Medium
197774,High,Low
260237,High,Medium
252045,Medium,Medium
229771,Low,Medium
245129,Medium,Medium
183945,Medium,Medium
258953,Medium,Medium
260233,Low,Medium
261257,High,Medium
230794,High,Low
236939,Medium,High
250765,Medium,Medium
252555,Medium,Medium
214924,Medium,Medium
232332,Low,High
148365,High,Low
216461,Medium,Medium
254594,High,High
264323,Medium,High
263553,Medium,Low
247938,High,Low
210147,Medium,Medium
240611,High,High
241379,High,Medium
253923,High,Low
254179,Medium,Medium
254691,Medium,High
259043,High,Medium
244196,High,Medium
255716,Medium,Medium
204773,Medium,Medium
225509,High,Medium
233445,High,Medium
235237,Medium,Medium
176357,Medium,Medium
242405,High,Medium
254181,Medium,Medium
222435,Medium,Medium
190178,Medium,Medium
246402,Medium,Medium
250850,Medium,Medium
220127,High,Low
232415,Medium,High
234207,High,Medium
257759,Medium,Medium
262624,Medium,Medium
241120,Medium,Medium
243680,Medium,Low
244448,Medium,Medium
220385,Low,Medium
223969,Medium,Medium
232929,Medium,High
206562,High,High
209890,Low,Medium
228834,Medium,Medium
242402,High,Medium
230118,High,Low
241894,Low,Medium
243430,Medium,Medium
250854,High,Medium
246656,High,Medium
263041,Medium,Medium
186514,High,Low
222337,Low,High
240513,Medium,High
243585,Medium,Medium
252801,Medium,Medium
253313,High,Low
263042,Medium,High
264322,Medium,Medium
155266,High,Medium
224130,Medium,Medium
233602,Medium,Low
242562,Low,Medium
243842,High,Medium
242155,Medium,Medium
238059,Medium,Medium
259306,High,Medium
263144,Medium,Medium
255462,Medium,Medium
255718,High,Medium
260582,Medium,Medium
261350,Medium,Medium
163303,Low,Medium
259559,Low,Medium
258280,Medium,Medium
215786,High,High
229865,Medium,Low
241129,Medium,Medium
243177,Medium,Medium
255977,Medium,Medium
260329,Medium,Medium
199146,Medium,High
240530,Medium,Medium
258966,High,Medium
262803,High,Medium
247736,Medium,Medium
254904,Medium,Medium
255928,Medium,Low
206521,High,Medium
166841,High,Medium
239545,High,Low
253625,Medium,Low
256697,Medium,Medium
191673,Medium,Medium
260025,Medium,Medium
262842,High,Medium
204730,High,High
242618,High,High
248762,High,Medium
212923,High,Low
216251,Medium,Medium
186808,Medium,Medium
243640,Medium,High
189331,Medium,Medium
173752,Medium,High
193627,High,Medium
233051,High,Medium
226651,High,Medium
226139,Medium,Medium
263259,High,Medium
245338,Medium,Medium
216154,Medium,High
206170,Medium,Medium
240729,Medium,Medium
257368,Medium,High
253528,Medium,High
241240,Medium,Medium
254903,Medium,Medium
261047,High,Medium
229816,High,Medium
184763,Medium,Medium
257723,Low,Medium
209852,High,Medium
216508,Medium,Medium
254143,Medium,Medium
251072,High,High
208577,High,Medium
234177,High,Medium
235457,High,High
238273,High,Medium
213954,Medium,Medium
215234,Medium,Medium
225730,Medium,Medium
251842,High,High
257218,Medium,Medium
264387,Medium,Medium
166851,Low,Medium
234947,Medium,Medium
238936,High,Medium
251071,Medium,Medium
244415,Medium,Medium
210367,Medium,High
225213,Medium,Medium
229052,Medium,Medium
245692,High,Low
190140,High,Medium
213181,High,Low
220605,Medium,Low
208999,High,High
240317,Medium,Medium
261566,Low,High
242365,High,Medium
183997,High,Medium
251581,Medium,Medium
234942,Medium,Medium
260286,High,Medium
260542,Medium,Medium
198748,Low,Medium
229724,Medium,Medium
230236,Medium,Medium
262501,Medium,High
261273,Medium,Medium
264346,Medium,Medium
221850,Medium,Medium
232090,Medium,Medium
245402,Medium,Medium
236471,Medium,Medium
245431,Medium,Medium
261222,Medium,Medium
247479,Medium,Medium
178022,Medium,Medium
224870,High,Medium
197990,Medium,Medium
255333,Medium,Medium
252773,Medium,Medium
252261,Medium,Medium
252313,Medium,Medium
244120,Medium,Medium
172952,High,High
226197,High,Medium
255123,Low,High
252052,High,Medium
258708,Medium,Medium
262293,Medium,Medium
205973,Medium,Medium
223381,Medium,High
242325,Medium,Medium
184471,High,Medium
254357,Medium,Medium
163990,Medium,Medium
237206,Medium,Medium
252310,Medium,Medium
256918,Medium,Medium
231063,High,Medium
225125,High,High
257380,Medium,Medium
242012,High,Low
247140,Medium,Medium
247136,Medium,Low
245856,Medium,Medium
233056,Low,High
225376,Medium,Medium
213856,High,Medium
259679,High,Medium
262495,Medium,Medium
256862,Medium,Medium
238686,High,High
226654,Medium,Medium
212574,Medium,Medium
229981,Medium,Medium
221789,Medium,Medium
258652,Medium,Medium
254556,Medium,Low
260704,Medium,Medium
198497,Medium,High
223073,High,High
193123,Medium,High
177508,Medium,Medium
237924,Medium,Medium
222052,Medium,Medium
207716,Low,High
204644,High,Low
200292,Medium,High
242531,High,High
255585,Medium,High
240227,Medium,Medium
237155,High,Medium
233315,Medium,Medium
218467,Medium,Medium
259682,High,Medium
258146,Low,Medium
262503,High,Medium
210898,Medium,Medium
237927,Medium,Medium
192572,Medium,Medium
247356,High,High
212540,Medium,High
210492,Medium,Medium
258619,Medium,Medium
256059,Medium,Medium
251451,Medium,Medium
244795,Medium,Medium
223186,Medium,Medium
169938,High,Low
238802,Medium,Medium
243666,Medium,High
247506,Medium,Medium
122066,Medium,Low
254418,High,Low
193746,Medium,Medium
262355,High,Low
221651,High,Low
259795,Medium,Medium
232916,Medium,Medium
253244,Medium,Medium
241213,Medium,Medium
232576,Medium,Medium
259901,Medium,Medium
210498,High,Medium
205378,Medium,Medium
199234,Medium,Medium
258625,Low,Medium
263233,Medium,Medium
261696,Medium,Medium
259904,Medium,Medium
191552,Medium,Medium
190528,Medium,Medium
242240,Medium,High
231488,Medium,Low
228928,Low,Medium
260415,High,Medium
246847,Medium,Medium
213823,Medium,High
256830,High,Low
241982,Medium,Medium
234814,Medium,Medium
211006,High,Medium
233172,Medium,High
243412,Medium,Medium
246740,Medium,Medium
182228,Medium,Medium
253145,Medium,Medium
190425,High,Medium
206554,Medium,Medium
232922,Medium,Medium
263131,High,Medium
236251,High,Low
251355,Medium,High
253147,Medium,Medium
207836,Medium,Medium
216540,Medium,Medium
195036,High,Low
205533,Medium,Medium
263390,High,Medium
263646,Medium,High
264158,Medium,Medium
264414,Medium,Medium
202974,Medium,Medium
209886,Medium,Medium
220894,High,Medium
246745,High,Medium
209369,High,Medium
263897,Low,Medium
181205,Medium,Medium
254932,Medium,Medium
263637,Medium,Medium
221141,Medium,High
226261,High,Medium
233941,Medium,Medium
243669,High,Medium
244181,High,Medium
246229,High,High
255445,Medium,Medium
262617,High,Medium
264406,High,Medium
242390,Medium,Medium
189910,High,Medium
231383,Medium,Medium
236503,Medium,Medium
259031,High,Medium
262360,High,Medium
221656,Medium,High
223810,Medium,Medium
225858,Medium,Medium
237378,Medium,Medium
251549,Medium,Medium
221859,High,Medium
220579,Medium,High
206243,Medium,Medium
255906,Medium,Medium
241058,High,High
237218,High,High
224418,Medium,Medium
213665,Medium,High
260256,Medium,High
253600,Medium,High
243360,High,High
231840,Medium,Medium
237215,Medium,Medium
230303,Medium,Medium
219551,Medium,Medium
259486,Medium,Medium
226206,Medium,High
225694,Medium,High
263582,Medium,Low
239779,Medium,Medium
247459,Medium,Medium
255907,Medium,High
228261,Low,Medium
247463,High,Medium
228519,High,Low
250790,Medium,Medium
208294,Medium,High
254117,Medium,Medium
251045,High,Medium
241829,Medium,Medium
232101,Medium,Medium
213413,Medium,Medium
193443,Medium,Medium
210341,High,Medium
262565,Medium,Medium
251044,Medium,Medium
243876,High,Low
243620,Low,High
241828,Medium,Medium
236196,Medium,Medium
233892,High,Medium
260253,Medium,Medium
246685,Medium,Medium
207427,Medium,Medium
243357,Medium,Medium
257349,Medium,Medium
255557,Low,Medium
227909,Medium,Medium
207429,Medium,Low
195396,High,Medium
254788,Medium,Medium
247876,Medium,High
246852,Low,High
226116,Low,Medium
223044,Low,Medium
262724,High,High
257091,High,Medium
190275,Medium,Medium
254787,Low,High
246595,High,Low
242755,Medium,Medium
240195,Medium,Low
169539,Low,Medium
212803,Medium,Low
252742,Medium,Medium
192070,Medium,Medium
211271,Low,Medium
243355,Medium,Medium
224669,High,Medium
252316,Medium,Medium
226716,High,Medium
261531,Medium,Medium
261019,Medium,Medium
182427,Medium,Medium
247195,High,Medium
246427,Medium,Medium
239003,Medium,Medium
212039,Medium,Medium
235931,Medium,Medium
229019,Medium,Medium
226459,High,Medium
256666,Medium,High
248474,High,Medium
264008,High,Medium
244807,Medium,Medium
212807,High,Medium
156894,Medium,High
245290,Medium,High
247143,High,Medium
262421,High,Medium
242965,Medium,Medium
185109,High,Medium
203542,Medium,Medium
263378,Medium,Medium
218633,Medium,Medium
204297,Medium,Medium
232926,Medium,Medium
252382,High,High
258014,High,Low
199647,High,High
180593,Medium,Medium
238961,Medium,Medium
232817,Medium,Medium
227953,High,Low
214641,High,Medium
260464,Medium,High
260208,Medium,Medium
259696,Medium,Medium
245360,High,Medium
222229,Medium,Medium
256276,Medium,Medium
215594,Medium,Medium
254228,Medium,Medium
262929,Medium,High
212753,High,Medium
234769,Medium,Medium
172561,High,Medium
262418,Medium,Medium
264210,High,High
223506,Medium,Medium
239634,Medium,Medium
246546,High,Medium
246802,Medium,High
256275,Medium,Medium
190995,Medium,Low
259859,Medium,Medium
211732,High,Medium
234260,Medium,Medium
242196,High,Medium
243476,Medium,Medium
245268,High,Low
246804,Medium,High
228464,Medium,Medium
262256,Medium,Medium
259183,Medium,Medium
255855,High,Medium
177515,Medium,Low
242283,High,Medium
227947,Medium,Medium
260202,Medium,Medium
252778,Medium,Medium
247658,Medium,Medium
235626,Medium,High
239977,Medium,Medium
173673,Medium,High
229225,Medium,Medium
215401,Medium,High
257640,Medium,Medium
253288,Low,High
251752,Medium,Medium
237160,Medium,High
225128,Medium,Medium
223080,High,High
260199,High,Medium
252775,Medium,Medium
264044,Medium,Medium
211820,Medium,Medium
245100,High,Medium
245870,High,Medium
253039,Low,High
237935,Medium,Medium
231535,Medium,High
229743,Medium,Medium
228207,High,Medium
223599,Medium,Medium
257646,High,Medium
246382,Medium,Medium
222574,Medium,Medium
260204,High,Medium
253549,Medium,Low
251757,Medium,Medium
251501,High,High
245613,Medium,Low
244589,High,Medium
235885,Medium,High
225133,High,Medium
222829,Medium,Medium
259856,Medium,Medium
245264,High,Medium
230928,Medium,Medium
238114,High,High
202534,Medium,Medium
200742,Medium,Medium
264230,Medium,Medium
261413,Medium,Medium
238629,Medium,Medium
231973,Medium,Medium
221989,Medium,High
221477,Medium,Medium
262437,Low,Medium
251684,Medium,Medium
250916,Medium,Medium
248100,Medium,Medium
246564,Low,Medium
242212,High,High
237860,Medium,Low
226084,Medium,Low
220964,Medium,Medium
214308,High,Medium
245539,High,Medium
236582,High,High
237350,Medium,Medium
244262,Medium,Medium
210217,Medium,Medium
210474,Medium,High
247081,High,Medium
239657,Medium,Medium
236841,Medium,Medium
230697,Medium,Medium
229161,Medium,Medium
224297,Medium,Medium
215593,High,Medium
209193,Medium,Medium
253734,Medium,Medium
263209,High,Medium
252456,Medium,Medium
248360,High,Medium
247336,Medium,Medium
253223,Medium,Medium
235815,Medium,Medium
213543,Low,High
205863,Medium,Medium
262691,High,High
211234,Medium,Medium
210192,High,Medium
259361,High,Medium
228363,Medium,Medium
210700,Medium,Low
146188,Medium,Medium
215052,Medium,Medium
230412,Medium,Medium
258316,Medium,Medium
260364,Medium,Medium
260876,High,Medium
261388,Medium,Medium
222221,Medium,Medium
222477,Medium,High
223501,High,Low
184077,Medium,Medium
257549,Medium,Low
260365,Medium,Medium
262927,Medium,Medium
241935,Medium,Medium
245263,High,Medium
259855,Medium,Medium
209675,Medium,High
258570,Low,High
118794,Medium,Medium
246816,Medium,Medium
259105,High,Medium
258081,Medium,Medium
244513,High,Medium
240673,High,Medium
170785,Medium,Medium
223265,Low,Medium
207905,High,Medium
256544,Medium,Medium
246560,High,Low
242954,High,High
242720,Low,Medium
213280,Medium,Medium
207904,High,Medium
221961,Medium,Medium
