ID,Positions,BestPosition,ClubPosition,NationalPosition
192671,ST LM,ST,SUB,
254879,LB LM,LWB,SUB,
246175,ST RM,ST,SUB,
262303,ST CAM CM,ST,SUB,
222622,LM LW,LM,SUB,
241076,GK,GK,SUB,
210792,LW RW RM,LW,SUB,
230836,RB CB,RB,RB,
204210,CB,CB,SUB,
204468,LM RM CAM,LM,RES,
253614,CDM CM,CDM,CM,
255406,CB,CB,RES,
244655,LW RW,CAM,LW,ST
253615,CDM,RB,CM,
205232,CM CDM,CM,SUB,
214192,CB,CB,SUB,
247216,CM RM,CM,CDM,
259504,CAM LW CM,CAM,CM,
164529,CB,CB,SUB,
253105,CAM,CAM,SUB,
254897,CB,CB,CB,
260273,RM RW,ST,RM,
198322,CDM CM,CDM,CDM,
172208,CAM CM,CAM,SUB,
213170,CDM CM,CDM,SUB,
212915,GK,GK,SUB,
202164,CDM CM,CDM,SUB,
231090,LW LB LM,RM,LB,
254899,LB RB,LWB,LB,
241587,CDM CM,CB,CM,
240563,RM LM,RW,LM,
220851,CDM CM,CDM,CM,
234163,LM RM CAM,CAM,SUB,
259762,LB,LB,LB,
184242,CDM CM,CDM,RM,
240050,RB,RB,RB,
235442,CB RB,CB,SUB,
234418,LB RB LM,LB,RES,
259206,GK,GK,RES,
245639,CF CAM ST,CAM,RES,
213127,RB,RB,RB,
231303,CB,CB,CB,
234631,ST,ST,ST,
237959,CDM RB,RWB,RES,
244871,LM CAM,RM,SUB,
247944,GK,GK,SUB,
257159,LW RW,RM,SUB,
208776,GK,GK,GK,
228744,CDM,CM,CDM,
236168,CAM,RW,SUB,
240008,CDM CM CB,CB,CB,
240776,GK,GK,SUB,
260744,ST,ST,RES,
259205,CM,CAM,SUB,
201094,GK,GK,GK,
237443,GK,GK,RES,
257669,GK,GK,GK,
260227,CB,CB,SUB,
232067,RW RM,RW,SUB,
234883,CM CDM,RM,CM,
208009,RW RM,RW,RES,
241027,LM LWB RM,LM,SUB,
243587,GK,GK,SUB,
244867,GK,GK,GK,
204420,LB LM,LB,SUB,
253573,CM CAM,CAM,SUB,
233092,CDM CM,CM,SUB,
257412,RB RM,RWB,SUB,
216453,RB RWB,RB,RB,
216709,CB,CB,SUB,
232581,CB,CB,CB,
235397,CAM LM RM,RM,SUB,
261000,CM,CM,CM,
233869,CB CDM,CB,SUB,
223369,RB,RB,RB,
240777,CB LB,CB,LM,
220558,CDM CM,CDM,RES,
238990,ST,ST,ST,
245390,CDM CM,CDM,RES,
245902,ST,ST,ST,
251022,RB RWB RW,RWB,RES,
251534,CB,CB,SUB,
193166,ST,ST,ST,
259214,RB RW,RM,RW,
263823,CDM,CAM,SUB,
226447,CB RB,CB,RES,
253583,CB,CB,CB,
182160,LM RB RM,LM,SUB,
261264,CB CDM,CB,SUB,
201873,GK,GK,SUB,
253841,GK,GK,SUB,
197774,LW ST,LW,LM,
260237,LB,LB,SUB,
252045,RB,RB,SUB,
229771,CB,CB,CB,
245129,CB LB,CB,SUB,
183945,ST RM,ST,SUB,
258953,RM,CAM,RW,
260233,CB,CB,SUB,
261257,RW LW,ST,RES,
230794,LM RM CM,LM,RES,
236939,CB,CB,SUB,
250765,CDM,CDM,CDM,
252555,LWB RWB,LWB,SUB,
214924,RB LB CB,CB,CB,
232332,CB,CB,SUB,
148365,ST,ST,SUB,
216461,CB,CB,SUB,
254594,LB LM,LB,LB,
264323,CDM CB,CDM,RES,
263553,LW RW,ST,SUB,
247938,LM CAM RM,LM,LM,
210147,LB,LB,SUB,
240611,CM CDM,CB,SUB,
241379,CAM CM RM,LM,RW,
253923,ST,ST,SUB,
254179,LB CDM,LB,LB,
254691,CDM CM,CDM,CM,
259043,RM CAM,RM,RES,
244196,LB LWB,LB,RES,
255716,LM CDM,RM,RES,
204773,GK,GK,SUB,
225509,ST,RM,ST,
233445,LB,LB,LB,
235237,GK,GK,SUB,
176357,CB,CB,SUB,
242405,LM,RM,SUB,
254181,CDM CM,CDM,CDM,
222435,CB CDM,CB,CB,
190178,CB,CB,CB,
246402,CDM CM,CDM,RES,
250850,CB LB,CB,SUB,
220127,ST,ST,RES,
232415,RM LM CM,RM,RM,
234207,LB,LWB,LB,
257759,CB LB,CB,SUB,
262624,GK,GK,SUB,
241120,CB,CB,CB,
243680,RM,RM,RES,
244448,CB,CB,SUB,
220385,CB,CB,CB,
223969,CM CDM,CM,CM,
232929,CDM CM RB,CDM,SUB,
206562,CM,CDM,SUB,
209890,CB,CB,CB,
228834,RWB RB,RWB,RWB,
242402,LM ST,RM,SUB,
230118,RM RB,RWB,SUB,
241894,CB,CB,SUB,
243430,CB,CB,RES,
250854,RB,RM,RB,
246656,RB,RB,RB,
263041,LM CM,CAM,SUB,
186514,ST,ST,SUB,
222337,CB,CB,SUB,
240513,CM CDM,CM,SUB,
243585,GK,GK,GK,
252801,GK,GK,RES,
253313,LW RW,LM,LW,
263042,CM CDM,CM,SUB,
264322,LM,RM,RES,
155266,LB RB LM,RW,SUB,
224130,GK,GK,SUB,
233602,ST,ST,SUB,
242562,CB RB,CB,CB,
243842,LWB,LM,LWB,
242155,RB,RB,RB,
238059,CAM LW RW,CAM,SUB,
259306,CM,CAM,SUB,
263144,CDM,CDM,RES,
255462,CM,CAM,SUB,
255718,RM LM,RM,LM,
260582,ST,ST,SUB,
261350,ST,ST,SUB,
163303,CDM CM,CDM,SUB,
259559,CDM,CDM,SUB,
258280,CM CDM,CM,SUB,
215786,CDM CM CB,CB,CDM,
229865,ST RM LM,RM,RES,
241129,LM ST,ST,RES,
243177,CDM CB LB,CB,CDM,
255977,CB LB,LB,SUB,
260329,ST RW,ST,RW,
199146,CM LB CDM,LWB,LWB,
240530,RM RB,RM,SUB,
258966,RM LM LB,LM,RB,
262803,LM RM,ST,LM,
247736,GK,GK,SUB,
254904,CDM CM CAM,CDM,SUB,
255928,CM LM,CAM,CAM,
206521,ST,ST,ST,
166841,RWB LWB RB,RWB,RWB,
239545,ST,ST,SUB,
253625,CM CAM,CM,CAM,
256697,CM CDM,CM,SUB,
191673,CM LM,CM,SUB,
260025,CDM CM,CDM,SUB,
262842,CM CAM,CAM,RES,
204730,CM,CM,CM,
242618,LM,LM,LM,
248762,ST,ST,SUB,
212923,RB LB,RB,SUB,
216251,ST,ST,SUB,
186808,ST LM,RM,LM,
243640,CDM CM,CM,CM,
189331,CB,CB,SUB,
173752,RB CB,RB,LB,SUB
193627,ST,ST,ST,
233051,RB RWB RM,RM,RES,
226651,CM,CM,CM,
226139,RWB RM,RWB,SUB,
263259,RB,RB,SUB,
245338,CM CDM,CM,SUB,
216154,CB,CB,CB,
206170,CB,CB,SUB,
240729,CAM CDM CM,CM,SUB,
257368,CB,CB,RES,
253528,RB CDM,RB,SUB,
241240,LM RM,LM,SUB,
254903,GK,GK,SUB,
261047,ST,ST,SUB,
229816,ST,ST,ST,
184763,GK,GK,SUB,
257723,CB,CB,CB,
209852,CB,CB,SUB,
216508,LW,LW,SUB,
254143,CB,CB,,SUB
251072,RM CAM LM,CAM,RM,
208577,CM RB,CAM,SUB,
234177,ST,ST,RES,
235457,CM,CM,SUB,
238273,ST,ST,SUB,SUB
213954,GK,GK,SUB,
215234,RB RWB RM,RB,RB,
225730,ST RW CAM,RW,SUB,
251842,LB LM LW,LM,LB,
257218,CM CDM,CM,SUB,
264387,ST,ST,SUB,
166851,CB,CB,,CB
234947,CB LB,CB,SUB,
238936,RM LM,RM,SUB,
251071,CAM LW,CAM,RES,
244415,CB,CB,CB,
210367,CDM CM,CDM,CDM,
225213,GK,GK,GK,
229052,GK,GK,RES,
245692,LB,CAM,SUB,
190140,LB,LB,SUB,
213181,RW CM,RW,RES,
220605,LM ST,CAM,LM,
208999,RM,RM,SUB,
240317,ST,ST,SUB,
261566,CDM CM,CDM,CM,
242365,LM LW CF,CAM,SUB,
183997,CB ST,CB,CB,
251581,CM,CM,CM,
234942,RM LM,RM,LM,
260286,CF LM,CAM,LF,
260542,CB RB,CB,CB,
198748,CB,CB,CB,
229724,CB,CB,CB,
230236,CDM CM CAM,CB,SUB,
262501,CDM CM RM,RM,CM,
261273,RW ST,ST,RES,
264346,ST,ST,RES,
221850,CB,CB,SUB,
232090,CM CDM CAM,CDM,SUB,
245402,RB CB,RWB,SUB,
236471,CM RW,CAM,CM,
245431,GK,GK,SUB,
261222,CM,CM,RES,
247479,GK,GK,GK,
178022,GK,GK,SUB,
224870,ST,ST,ST,
197990,RB,RB,RB,
255333,CB,CB,SUB,
252773,GK,GK,GK,
252261,RB CDM,CDM,SUB,
252313,CM RM,CM,,SUB
244120,GK,GK,RES,
172952,CDM CM,CDM,CDM,
226197,RM RW,RM,SUB,
255123,CB,CB,CB,
252052,ST CAM,CAM,LM,
258708,CB,CB,RES,
262293,ST,ST,SUB,
205973,CB,CB,RES,
223381,CB,CB,CB,
242325,CDM,CB,CDM,
184471,CM CAM,CAM,CAM,
254357,LB CB,CB,SUB,
163990,ST,ST,SUB,
237206,RB,RB,RB,
252310,CM,CM,SUB,
256918,RB RM,RB,SUB,
231063,CM CAM CDM,CAM,CDM,
225125,RW,RM,LWB,
257380,CB,CB,SUB,
242012,ST CF RW,ST,SUB,
247140,CM CDM,CM,CM,
247136,RM LM CAM,ST,RM,
245856,LW ST RW,ST,SUB,
233056,CB,CB,CB,
225376,CM CDM,CDM,SUB,
213856,RM,RM,SUB,
259679,LW RW,RM,RES,
262495,CDM CM,CDM,SUB,
256862,CDM CM,CDM,SUB,
238686,ST RM LM,RW,SUB,
226654,LWB LM,LWB,LB,
212574,LM ST,LM,SUB,
229981,CDM CM,CDM,SUB,
221789,CB RB,RB,CB,
258652,CB LB,CB,CB,
254556,LW LM RM,RM,SUB,
260704,CB,CB,CB,
198497,CB,CB,SUB,
223073,ST,ST,ST,
193123,CB,CB,SUB,
177508,GK,GK,SUB,
237924,CB CDM,CB,RES,
222052,LB,LB,RES,
207716,CB,CB,SUB,
204644,RM ST LM,RM,SUB,
200292,CDM CM,CDM,CDM,
242531,CM,RM,CM,
255585,CB LB,CB,RES,
240227,CM CDM,CM,SUB,
237155,LB LWB LM,LB,SUB,
233315,CDM RB,ST,SUB,
218467,LM RM LB,LM,LB,
259682,RB RM,RB,RB,
258146,CB,CB,SUB,
262503,CM CAM,CAM,RES,
210898,CB,CB,SUB,
237927,GK,GK,GK,
192572,CB RB,CB,CB,
247356,RB LB,RB,SUB,
212540,CDM CM,CDM,SUB,
210492,CDM,CDM,SUB,
258619,CDM CM,CDM,CDM,
256059,RM CAM,RM,SUB,
251451,CB,CB,CB,
244795,LB LWB LM,LB,SUB,
223186,CM,CM,CM,
169938,ST,RW,SUB,
238802,CAM RM LM,RM,CM,
243666,LW LM ST,RM,,LW
247506,GK,GK,SUB,
122066,ST,ST,ST,
254418,LW RW,LW,RW,
193746,RB LB,RB,SUB,
262355,RW RM LM,RW,RM,
221651,RM RW,RM,SUB,
259795,RM CM LM,RM,RES,
232916,RM CF LM,RM,SUB,
253244,GK,GK,SUB,
241213,LM RB CM,CAM,SUB,
232576,CM CDM,CM,SUB,
259901,CDM CB,CDM,CDM,
210498,RB RM,RB,RES,
205378,GK,GK,SUB,
199234,LB,LB,RES,
258625,CB CDM RB,CB,SUB,
263233,RB RM,RWB,RWB,
261696,LM,LM,LM,
259904,GK,GK,GK,
191552,CB RB CM,CB,CB,
190528,CDM,CDM,CM,
242240,CDM CM,CDM,SUB,
231488,LM RM,LM,CAM,
228928,CB,CB,CB,
260415,RW,RW,SUB,
246847,CM RW,RM,RW,
213823,CB CDM CM,CB,RES,
256830,CAM,CAM,RES,
241982,CDM CM,RWB,CDM,
234814,CB CDM,CB,RES,
211006,LB LM,LB,SUB,
233172,LB CB CDM,LB,SUB,
243412,CM CDM RB,CM,CM,
246740,GK,GK,GK,
182228,LB CB LWB,LB,LB,
253145,LB LWB,CB,RES,
190425,ST,ST,RES,
206554,RB CB,RB,SUB,
232922,RM CF ST,RM,RF,
263131,RB RM,RB,SUB,
236251,CM,CAM,CM,
251355,CB,CB,SUB,
253147,CB LB,CB,SUB,
207836,LM CM,LM,LWB,
216540,GK,GK,SUB,
195036,ST,ST,SUB,
205533,CB RB,CB,SUB,
263390,CB,CB,CB,
263646,CDM CM,CDM,RES,
264158,RB,RWB,RES,
264414,CDM,CDM,SUB,
202974,CB RB,CB,CB,
209886,CAM CM RM,CAM,SUB,
220894,CAM RM,CAM,SUB,
246745,CM LM RM,CM,SUB,
209369,ST LM RM,RW,ST,
263897,LB CB,CB,RES,
181205,LWB LB,LWB,SUB,
254932,LW LM RM,LW,LM,
263637,CDM CM,CM,SUB,
221141,ST RW,ST,SUB,
226261,CM LW,CAM,LW,
233941,ST,ST,SUB,
243669,LW LM ST,ST,LW,
244181,LB LM,LWB,LB,
246229,CDM CM,CDM,SUB,
255445,CB,CB,CB,
262617,RB LB,RB,SUB,
264406,CB RB,CB,RES,
242390,CM CDM,CDM,SUB,
189910,ST,ST,ST,
231383,GK,GK,SUB,
236503,CAM,CAM,SUB,
259031,ST,ST,SUB,
262360,LB,LB,LB,
221656,RB LB LWB,RB,SUB,
223810,CDM,CM,CDM,
225858,GK,GK,SUB,
237378,LM LW ST,RM,RES,
251549,CAM RM,RM,CAM,
221859,LB,LB,RES,
220579,CDM CM,CM,SUB,
206243,CM CDM RM,CM,CM,
255906,CB,CB,SUB,
241058,CAM CM,CM,CAM,
237218,CDM CM,CM,SUB,
224418,CM CDM CAM,CM,CM,
213665,CDM CM,CDM,CM,
260256,CDM CM,CDM,CDM,
253600,CDM,CDM,SUB,
243360,CF ST,ST,LW,
231840,CM CDM,CM,CM,
237215,CB,CB,SUB,
230303,ST,CF,SUB,
219551,CB CM,CDM,CB,
259486,LM CAM,RM,LM,
226206,CM CDM,CDM,SUB,
225694,CB,CB,SUB,
263582,CAM CM,CAM,RES,
239779,ST,ST,SUB,
247459,CB,CB,CB,
255907,ST CAM,ST,ST,
228261,CB,CB,CB,
247463,ST,ST,SUB,
228519,LM,RM,SUB,
250790,RM,ST,RES,
208294,CDM CM,CDM,SUB,
254117,ST,ST,RM,
251045,CM CDM RM,CDM,CM,
241829,CB,CB,CB,
232101,GK,GK,SUB,
213413,GK,GK,GK,
193443,GK,GK,SUB,
210341,LB,LB,SUB,
262565,LB,LB,SUB,
251044,RB,RB,SUB,
243876,CAM LW,CAM,LW,
243620,CDM CM,CDM,CM,
241828,CB RB,CB,CB,
236196,ST CAM,CF,SUB,
233892,ST,ST,SUB,
260253,CB CDM,CB,CB,
246685,LB CB,LB,RES,
207427,GK,GK,RES,
243357,LM ST LW,ST,SUB,
257349,CM,CM,RES,
255557,CB CDM,CB,RES,
227909,GK,GK,SUB,
207429,ST RW,ST,SUB,
195396,CAM RM,CAM,CAM,
254788,ST,ST,RES,
247876,RB LB,RB,SUB,
246852,CB,CB,CB,
226116,CB,CB,SUB,
223044,CB,CB,RES,
262724,RB LB,RB,LB,
257091,CB RB,CB,RES,
190275,CB RB,CB,SUB,
254787,RB CB CDM,CB,RES,
246595,ST CF,ST,SUB,
242755,RW LW,LM,SUB,
240195,ST,ST,SUB,
169539,CB,CB,CB,
212803,CAM LM ST,CAM,SUB,
252742,ST,ST,ST,
192070,CB,CB,CB,
211271,CB RB,CB,CB,
243355,LB LM,LB,LM,
224669,CM LM,CAM,CM,CM
252316,CB,CB,CB,
226716,LM,RM,RES,
261531,LB LM,LB,RES,
261019,CDM CM,CDM,SUB,
182427,ST,ST,SUB,
247195,RM RW CM,RM,RM,
246427,RW,RM,SUB,
239003,ST CAM RM,RM,CF,
212039,RB,RB,RB,
235931,GK,GK,SUB,
229019,RM LM,RM,SUB,
226459,LB,LB,RES,
256666,CB,CB,SUB,
248474,CAM CM,CAM,SUB,
264008,RB CDM RM,RB,RM,
244807,GK,GK,SUB,
212807,RW LW,RW,SUB,
156894,CM CB CDM,CB,CM,
245290,CB,CB,RES,
247143,ST CF,ST,SUB,
262421,LM RM,LM,SUB,
242965,ST,ST,RES,
185109,CB LB,CB,SUB,
203542,CAM RM RWB,RW,RWB,
263378,LW ST,CF,SUB,
218633,ST,ST,ST,
204297,CB,CB,CB,
232926,ST,ST,SUB,
252382,CM CAM,CM,SUB,
258014,LM ST,ST,RES,
199647,CDM CM,CDM,CM,
180593,RM RW RB,RM,SUB,
238961,LB RB CDM,LB,LB,
232817,GK,GK,SUB,
227953,RM RW,RM,RW,
214641,LWB LB,LWB,LWB,
260464,CDM CAM,CDM,SUB,
260208,CM CDM,CM,SUB,
259696,RB,RB,RB,
245360,CM CDM,RM,SUB,
222229,GK,GK,GK,
256276,GK,GK,SUB,
215594,LB LWB,LB,SUB,
254228,CB,CB,CB,
262929,CDM CB CM,CDM,SUB,
212753,CM CAM,RM,CAM,
234769,CM CDM CAM,RM,SUB,
172561,LWB,LWB,SUB,
262418,CM,CM,SUB,
264210,CAM RM LM,LM,SUB,
223506,CDM CM CB,CB,SUB,
239634,CB LB,CB,CB,
246546,CM,CAM,RES,
246802,CM CDM,CAM,CM,
256275,CB,CB,SUB,
190995,LM CAM,LM,LM,
259859,CB CDM RB,CB,RB,
211732,ST RM,ST,SUB,
234260,GK,GK,GK,
242196,LB CDM,LB,SUB,
243476,GK,GK,RES,
245268,RB RW,RM,RES,
246804,CM CAM CDM,CM,CM,
228464,ST CB,CB,CB,
262256,RW,RM,SUB,
259183,CDM,CM,SUB,
255855,RB RM LM,RB,LM,
177515,LM,LM,RES,
242283,RM,CAM,RM,
227947,CM,CAM,CM,
260202,CDM CM,CM,SUB,
252778,CDM CM,RWB,SUB,
247658,CAM CM,CAM,SUB,
235626,LB RB,LB,SUB,
239977,RM,LW,SUB,
173673,CM,CM,SUB,
229225,ST CF,ST,ST,
215401,CM CDM,RWB,SUB,
257640,GK,GK,GK,
253288,CB,CB,RES,
251752,GK,GK,GK,
237160,CB,CB,CB,
225128,CM CDM,CM,SUB,
223080,LB LM,LB,SUB,
260199,LB RB CB,LB,RES,
252775,ST CF,ST,ST,
264044,CB,CB,RES,
211820,RB RWB,RB,SUB,
245100,CB LB,CB,CB,
245870,LW RW,LM,SUB,
253039,CDM CM CB,CB,CM,
237935,GK,GK,SUB,
231535,CDM LB,CDM,CDM,
229743,CM,CM,SUB,
228207,CM CAM RM,RM,RES,
223599,CAM CM,CAM,CAM,
257646,LB,LB,LB,
246382,ST RM,ST,SUB,
222574,CM,CM,SUB,
260204,RB,RWB,RB,
253549,RW LW,RM,SUB,
251757,LM CAM RM,CAM,RES,
251501,CDM CM,CDM,CDM,
245613,CAM LM RM,CAM,SUB,
244589,CAM ST,RM,SUB,
235885,CDM CM,CDM,SUB,
225133,CM,CAM,SUB,
222829,GK,GK,GK,
259856,CDM CM,CDM,CM,
245264,ST,ST,SUB,
230928,CB,CB,CB,
238114,CB LB,CB,LWB,
202534,RW LW,RW,SUB,
200742,CB,CB,CB,
264230,RM,RM,SUB,
261413,RWB RB,RWB,RWB,
238629,CB RB CDM,CB,RB,
231973,LB LWB,CB,RES,
221989,LB CB,CB,CB,
221477,LM RW ST,LM,SUB,
262437,CB,CB,RES,
251684,CB,CB,SUB,
250916,GK,GK,GK,
248100,CDM CM,CDM,CM,
246564,CB,CB,CB,
242212,RM LM RWB,RM,SUB,
237860,RM ST,CAM,SUB,
226084,ST,ST,ST,
220964,CM RB,RM,SUB,
214308,CM CAM,CAM,SUB,
245539,ST RW,ST,ST,
236582,CDM CM,CB,SUB,
237350,RB RWB,RB,SUB,
244262,GK,GK,SUB,
210217,CDM CM CB,CDM,SUB,
210474,CDM CM,CB,SUB,
247081,LB,LB,RES,
239657,GK,GK,SUB,
236841,LM RM,LM,CM,
230697,CM CDM,CM,CM,
229161,LB,LB,LB,
224297,LB,LB,SUB,
215593,CM CDM CAM,CAM,SUB,
209193,GK,GK,RES,
253734,CB,CB,SUB,
263209,ST,ST,ST,
252456,GK,GK,SUB,
248360,RM,RM,SUB,
247336,CM,CAM,CM,
253223,CDM CM RM,CDM,CM,
235815,RB LB,RWB,LB,
213543,CB,CB,SUB,
205863,CB,CB,CB,
262691,RWB CB RB,RWB,RWB,
211234,CAM CM CDM,CAM,SUB,
210192,LB,LB,LB,
259361,LB,LB,RES,
228363,CB LB,CB,CB,
210700,CDM CM,CDM,SUB,
146188,CM RM LM,CAM,SUB,
215052,LB,LB,LB,
230412,CB,CB,SUB,
258316,RW CF,ST,RW,
260364,CB,CB,SUB,
260876,CAM CM,CAM,SUB,
261388,CB,CB,CB,
222221,GK,GK,SUB,
222477,CDM CM,CM,CDM,
223501,LB LM,LB,SUB,
184077,LB CB,LB,LB,
257549,RW LW LM,RW,SUB,
260365,LM RM CM,CAM,SUB,
262927,CM,CM,SUB,
241935,CB LB RB,CB,RES,
245263,ST,CAM,ST,
259855,ST,ST,ST,
209675,RB CB,CB,SUB,
258570,CDM,CB,SUB,
118794,GK,GK,RES,
246816,RW LW,CAM,SUB,
259105,ST LW,ST,SUB,
258081,ST,ST,SUB,
244513,LW RW ST,RM,SUB,
240673,RM,ST,RM,
170785,GK,GK,SUB,
223265,CB,CB,SUB,
207905,CF RM,RW,RF,
256544,CB CDM RB,CDM,RES,
246560,ST,ST,ST,
242954,RB LB RM,RWB,,RB
242720,CB,CB,RES,
213280,LW LB,LW,LW,
207904,RM CF LM,RM,SUB,
221961,LB LM LW,LB,LW,
252169,LB,LWB,SUB,
204554,CB,CB,SUB,
211978,CB RB,CB,SUB,
240906,RW,RW,RES,
242560,CB,CB,CB,
52326,GK,GK,RES,
229504,CM,CDM,CM,
230140,CB,CB,CB,
200196,RW LM RM,RW,RM,
216836,CAM ST CM,CAM,CM,
241924,CDM CB CM,CB,CB,
180740,CB,CB,SUB,
208645,CB,CB,CB,
215301,CB,CB,CB,
162053,CB,CB,CB,
238085,CM CDM,CAM,RES,
258565,LM,RM,SUB,
215302,CM CDM CAM,CM,SUB,
220422,RM LM,RM,LM,
228870,CB,CB,SUB,
256518,CB LB,CB,SUB,
196871,RM LM,RM,SUB,
263943,CDM,CDM,RES,
257283,CDM RM,CAM,CDM,
191235,CDM CB,CDM,CB,
189955,GK,GK,SUB,
264195,ST,ST,SUB,
222466,CB LB,CB,SUB,
234242,RWB RB,RWB,RWB,
237570,CB,CB,CB,
242690,CB,CB,SUB,
257794,GK,GK,GK,SUB
262403,CAM,CAM,SUB,
224515,RB LW RWB,RM,SUB,
254723,RW ST,RW,ST,
229123,CAM RWB CM,RM,CM,
230403,CB RB,CB,SUB,
232963,RM ST LM,RM,RM,
242179,GK,GK,GK,
244995,CB LB,CB,CB,
252675,CB RB,CB,SUB,
235527,LW,LM,RES,
241415,ST LW,ST,SUB,
182023,GK,GK,GK,
252925,CDM CM,CDM,SUB,
257534,RW CAM,CAM,SUB,
253694,CAM ST,ST,SUB,
248574,CAM RM,CAM,RES,
233214,ST,ST,SUB,
258557,CM CDM CAM,CDM,SUB,
257021,CB,CB,SUB,
235005,RB,RB,SUB,
259582,CDM,CDM,RES,
227837,CB RB,CB,CB,
208637,CDM CM,CDM,RES,
259068,CDM,CB,SUB,
257020,RW LW RM,RW,RM,
245756,LB,LWB,LB,
177404,CDM CM CB,CDM,RES,
259070,CAM,CAM,RES,
225279,CM,RM,CM,
184071,CDM,CDM,SUB,
193771,CM CAM,RM,SUB,
263944,CDM,CDM,CDM,
232456,CB RB,CB,CB,
232712,CDM CM,CDM,CDM,
237576,GK,GK,SUB,
244488,CAM LW,RM,SUB,
199916,CB,CB,SUB,
251912,CDM CM,CDM,SUB,
238079,LW,LW,SUB,
252936,RM LM,CAM,RES,
198153,CDM,CDM,CDM,
263945,CM,CAM,RES,
251690,CAM CM,CAM,CAM,
255274,CB,CB,CB,
259583,LB LM,LB,SUB,
260865,CAM CM,ST,SUB,
235521,CM CDM,CAM,RES,
208129,ST,ST,SUB,
253303,RB CB LB,RB,LB,
118646,ST,ST,ST,
259190,CM,CM,SUB,
194678,CB,CB,CB,
216183,LB LM RB,RW,LM,
223095,CAM ST,CAM,SUB,
237943,CB,CB,CB,
257399,ST,ST,RES,
225910,CB,CB,SUB,
260215,CB RB,CB,SUB,
204920,RWB RB,RWB,SUB,
211833,RM CAM CB,RM,SUB,
244089,ST RM RW,ST,SUB,
245625,LM RM LB,RM,SUB,
246393,CM,CAM,RES,
227446,ST,ST,ST,
252789,GK,GK,SUB,
258937,CAM CM,CAM,RES,
255254,CDM CB,CB,SUB,
238103,CB CM CDM,CB,RES,
207639,CM,CDM,SUB,
203287,ST,ST,SUB,
200471,ST,ST,ST,
262423,CB CDM,CB,CB,
196887,RB CB,RB,CB,
253462,CDM,CB,SUB,
179573,GK,GK,GK,
231028,GK,GK,GK,
232564,GK,GK,SUB,
251764,CB RB,CB,SUB,
257396,RM CAM LM,RM,SUB,
258420,GK,GK,GK,
239989,CB,CB,CB,
253817,CDM CM,CDM,CDM,
204666,CM RM CAM,CAM,CM,
263169,LW,CAM,SUB,
203264,CB,CB,CB,
257151,ST,ST,SUB,
257919,CM,CAM,SUB,
213120,ST RM RW,LM,SUB,
222848,ST,ST,SUB,
156438,GK,GK,SUB,
247062,RB CB,RB,RB,
212736,CDM CB,CB,SUB,
246143,LM CM,RM,SUB,
232704,CB,CB,CB,
234496,ST,ST,SUB,
236800,RW LW,RW,RES,
176384,GK,GK,GK,
254464,RM,RM,SUB,
255232,CB,CB,CB,
255871,LM RM,RM,LM,
173695,CB,CB,SUB,
216698,LM CM,LM,LW,
244859,CB CDM,CB,CB,
238458,ST CAM LW,ST,SUB,
238970,CM RB RM,RM,SUB,
251258,CB,CB,RES,
258426,CB,CB,CB,
215419,RB LB,RWB,RB,
230523,ST LM CAM,ST,SUB,
223868,GK,GK,SUB,
248702,CM,RM,CM,
229756,CB,CB,CB,
247420,RB,RB,RB,
259964,LM LW,LM,SUB,
256893,ST,ST,RES,
192125,CB,CB,CB,
259453,RB LB,RB,RB,
241404,CB CDM,CB,CB,
263164,LM,RM,SUB,
246295,RW LW ST,ST,SUB,
262652,ST,ST,SUB,
238649,CB CDM CM,CDM,SUB,
228153,CAM RM CM,CAM,CAM,
225337,LB LW,LB,SUB,
219449,CM CDM,RM,CM,
197945,ST,ST,SUB,
214840,CB,CB,CB,
248119,ST LW RW,ST,RW,
234039,CB RB,CB,CB,
241462,CDM,CM,RES,
212022,GK,GK,SUB,
263477,CB,CB,SUB,
258100,CB,CB,SUB,
255028,CM CDM,CM,SUB,
189492,CDM CM,CDM,SUB,
250932,RB RM,RWB,RB,
246329,ST RM,ST,SUB,
251449,GK,GK,SUB,
194617,CAM RM CF,RM,SUB,
264105,CB,CB,RES,
187818,CDM,CDM,CDM,
232106,RB,RB,SUB,
227498,RW ST RM,RW,RW,
220074,ST,ST,SUB,
261033,CB,CB,CB,
192937,CB,CB,SUB,
259752,ST,ST,ST,
221498,LB RB,LB,SUB,
185256,RWB RM LM,RWB,RWB,
221864,CB ST,CB,RES,
199080,CM CAM,CM,CM,
247354,ST RM LM,ST,LM,
244026,RB LB CB,RB,RES,
233018,ST LW,RM,RW,
233012,CB,CB,CB,
217140,RM,RM,RM,
202292,LM RB,LM,SUB,
255532,LW ST,RM,SUB,
241710,CB,CB,CB,
173614,CB,CB,RES,
237102,RB LB,RM,RES,
234286,LW LM,RM,SUB,
246061,RB,RB,RES,
263725,CB,CB,RES,
238636,CDM CM CAM,LWB,SUB,
184878,ST,ST,SUB,
251435,LB CB,LB,CB,
231979,RM LM CM,RM,SUB,
152107,CB,CB,SUB,
206635,RM LM CAM,RM,SUB,
206379,GK,GK,,SUB
228305,RM RW CDM,CAM,SUB,
243246,ST,ST,SUB,
242223,ST,ST,SUB,
257075,RM LM CAM,CAM,SUB,
238642,CM CB CDM,CAM,CB,
251443,LM RM CAM,RW,SUB,
183347,GK,GK,GK,SUB
